[['Philapedia', 3.992303979497981], ['Washington D.C.', 2.2251878737397264], ['Washington D.C.', 2.703754348429766], ['Philapedia', 3.900215472550781], ['Seattle', 4.99003388996634], ['Seattle', 4.963410737537836], ['Seattle', 4.664828711626807], ['Washington D.C.', 2.9775830300549875], ['Seattle', 5.1520094519827495], ['Seattle', 4.737608046594454]]
[['Philapedia', 4.323136749026638], ['Washington D.C.', 2.7663598782374192], ['Washington D.C.', 3.072908483344022], ['Philapedia', 4.060195047755581], ['Washington D.C.', 2.636951134045162], ['Washington D.C.', 2.835181770359677], ['Philapedia', 3.8523643469970223], ['Philapedia', 4.682877909145207], ['Washington D.C.', 3.1094538211641316], ['Philapedia', 3.927534493112951]]
[['Washington D.C.', 3.123543925879065], ['Washington D.C.', 3.4667974609633303], ['Washington D.C.', 2.8218387829195555], ['Washington D.C.', 2.807505725412598], ['New York City', 0.8312451130438445], ['Washington D.C.', 3.2408677950806903], ['Boston', 1.4360311619461912], ['Philapedia', 3.7152067656470287], ['Philapedia', 3.7789004059095537], ['Washington D.C.', 3.058236911563866]]
[['New York City', 0.7525369925630512], ['Washington D.C.', 2.9434950307638488], ['New York City', 1.0897748181072324], ['Boston', 1.763372731479878], ['Washington D.C.', 2.7184595741533224], ['Washington D.C.', 4.066401753035456], ['New York City', 1.2606652398577736], ['Philapedia', 4.1701312741888], ['Washington D.C.', 3.433932904674065], ['New York City', 1.2362374501962128]]
[['Washington D.C.', 2.735880231243381], ['Washington D.C.', 2.5445252623757635], ['Boston', 1.7453930188065605], ['New York City', 0.8838940045160626], ['Washington D.C.', 3.4043357506804135], ['Philapedia', 4.278630315043281], ['Philapedia', 4.282098456909076], ['Washington D.C.', 2.586182919920392], ['Philapedia', 3.7783616631919843], ['Washington D.C.', 3.899978803868139]]
[['Philapedia', 3.9654242183825663], ['Washington D.C.', 3.209184603034188], ['Washington D.C.', 2.6314027261118587], ['Washington D.C.', 3.4489829212178273], ['New York City', 1.1636727633481692], ['Washington D.C.', 2.9192334537837192], ['Philapedia', 3.4792915228353536], ['New York City', 0.9456076924969535], ['Philapedia', 3.830041147310912], ['Philapedia', 3.813743014850549]]
[['Washington D.C.', 2.8429061236895103], ['Washington D.C.', 2.917147925712671], ['New York City', 0.7653635625121209], ['Washington D.C.', 2.951228258949239], ['Boston', 2.44559529288843], ['Boston', 2.3644525161784666], ['Washington D.C.', 2.918067952625321], ['Washington D.C.', 3.2371529402111032], ['Washington D.C.', 2.8319968906864093], ['Washington D.C.', 2.614522008581387]]
[['Boston', 1.8772910751660763], ['New York City', 1.0616722646787804], ['Washington D.C.', 2.450709413660443], ['Boston', 2.1124046615356016], ['Washington D.C.', 3.0190224823000142], ['Boston', 1.7399020575807163], ['Boston', 2.0829418921861316], ['Seattle', 4.5754799785755305], ['Boston', 1.7345627376008625], ['Seattle', 5.406986478884067]]
[['New York City', 1.007796127832198], ['New York City', 0.8345297716761655], ['Seattle', 4.709561223202829], ['Seattle', 5.100909426212534], ['Washington D.C.', 2.7899080246220205], ['Seattle', 5.109058662295468], ['Washington D.C.', 2.985567462177845], ['Philapedia', 3.582793011806586], ['Seattle', 4.887972737682638], ['Washington D.C.', 3.0866149567939374]]
[['Philapedia', 4.088989140324027], ['Seattle', 5.102318336620873], ['Philapedia', 3.642585191368406], ['Philapedia', 4.275184274322976], ['Seattle', 4.930765717541076], ['Boston', 1.75662718749338], ['Seattle', 4.558911152395065], ['Boston', 1.7763427680311212], ['Philapedia', 3.70760250599582], ['Philapedia', 3.977090713928644]]
[['Boston', 1.9717566312555972], ['Washington D.C.', 2.9364362431197346], ['Philapedia', 4.21053550156067], ['Washington D.C.', 2.5000291488979642], ['Washington D.C.', 3.363031368855324], ['Washington D.C.', 2.8316441703442754], ['Washington D.C.', 3.1832500937889083], ['New York City', 0.9317580179297238], ['Washington D.C.', 2.933034955125327], ['Washington D.C.', 3.0349329834525847]]
[['Philapedia', 4.001055157872604], ['Boston', 2.1634105862434274], ['Washington D.C.', 3.4249150635383363], ['Washington D.C.', 3.1548811282738596], ['Washington D.C.', 2.6245716445283516], ['Philapedia', 3.8657301284123715], ['Philapedia', 3.9835191592884525], ['Philapedia', 3.6754083335183947], ['Boston', 2.222757001333797], ['Washington D.C.', 3.1946644821799692]]
[['New York City', 1.2372968885062579], ['New York City', 0.44840332958537754], ['Seattle', 5.349378288046829], ['Seattle', 5.026439843736664], ['Philapedia', 3.915375684896952], ['Seattle', 4.68290317280695], ['Washington D.C.', 3.146989746783057], ['Seattle', 5.138563991527096], ['Seattle', 5.2330620005737], ['Seattle', 4.767075713395217]]
[['Seattle', 4.62823455487978], ['Washington D.C.', 3.2652679186286804], ['Seattle', 5.084061051355043], ['Philapedia', 4.13114551820186], ['Philapedia', 3.8286500216616783], ['Seattle', 5.41522581083424], ['New York City', 0.8232118408218894], ['Philapedia', 4.51089539662442], ['New York City', 1.0735494535510408], ['Washington D.C.', 3.0806826862235823]]
[['Washington D.C.', 3.209684565630272], ['Seattle', 4.949185139902194], ['Philapedia', 4.065103302350411], ['Philapedia', 4.166657099576772], ['Philapedia', 4.383459000526284], ['Philapedia', 4.043611202757693], ['Seattle', 4.734554758523141], ['Philapedia', 3.426407602562887], ['Philapedia', 4.118341064333821], ['Seattle', 5.052996969699078]]
[['Seattle', 4.6929313047781935], ['New York City', 1.0860092542459538], ['Seattle', 5.274439995492994], ['New York City', 1.0390641639189608], ['Philapedia', 3.7469977390490268], ['New York City', 0.9479928317035846], ['Seattle', 4.95639592879138], ['Seattle', 5.003882567722071], ['New York City', 1.1777850226272817], ['Seattle', 5.678457562224844]]
[['Seattle', 5.186300932001057], ['Philapedia', 4.499351463554003], ['Washington D.C.', 2.5274679430169655], ['New York City', 0.6030486055330391], ['Philapedia', 3.831350048066889], ['Seattle', 5.164132878884156], ['Seattle', 5.08703936992225], ['Seattle', 4.734347895527859], ['Seattle', 5.112540411495889], ['Seattle', 4.711708263701628]]
[['Philapedia', 3.4641740905361895], ['Philapedia', 3.7749160651117846], ['Philapedia', 3.311545073599028], ['Philapedia', 4.454005802881568], ['Philapedia', 4.193485115082375], ['Boston', 1.8938164829694903], ['Seattle', 5.051131786279361], ['Philapedia', 4.152835246116497], ['Boston', 2.0672689043387935], ['Seattle', 4.6299876375183615]]
[['Seattle', 5.3047818731514], ['New York City', 0.8805404763060879], ['Seattle', 5.1323219921996985], ['Washington D.C.', 2.8693215313128935], ['New York City', 1.2078132766583174], ['New York City', 0.7674257702923858], ['Seattle', 5.331326105015929], ['Seattle', 5.755357130038082], ['Seattle', 5.2347696197320905], ['Seattle', 5.034488456611486]]
[['Seattle', 5.046087056426828], ['Seattle', 5.69255476902303], ['New York City', 1.4048222549895986], ['Seattle', 4.983500044795888], ['New York City', 1.1101249306685204], ['Seattle', 5.2317013272181105], ['Seattle', 4.565614592803668], ['Seattle', 4.804682435470016], ['Seattle', 4.50398319875926], ['Seattle', 4.9302437287914165]]
[['Washington D.C.', 2.4798465049992133], ['Philapedia', 4.1121918954819465], ['Seattle', 4.953006594784541], ['Philapedia', 3.9498304540646494], ['Washington D.C.', 2.8814109628193663], ['New York City', 0.9219826408876063], ['Seattle', 5.280673807416648], ['Seattle', 5.014244391288841], ['Seattle', 4.866699545323642], ['Seattle', 4.444701687355302]]
[['New York City', 1.1927304043510065], ['New York City', 1.2575487890882338], ['New York City', 0.9236954339747558], ['Washington D.C.', 2.8185061790290895], ['Washington D.C.', 3.6203881358729197], ['Washington D.C.', 3.1648512797237536], ['New York City', 0.8704063901644413], ['Washington D.C.', 3.040542793853833], ['Philapedia', 3.9031901794641404], ['Washington D.C.', 2.818121654459006]]
[['Washington D.C.', 2.740435235054412], ['Philapedia', 4.050054778673826], ['Philapedia', 3.9861506046641155], ['Philapedia', 4.334708511255366], ['Washington D.C.', 3.0106158389885778], ['Washington D.C.', 3.2574650017471805], ['Philapedia', 3.409130359539901], ['Washington D.C.', 3.070866592238269], ['Washington D.C.', 2.901037222872881], ['Washington D.C.', 3.2032134297654644]]
[['Philapedia', 4.062306992566668], ['New York City', 1.4770043168140008], ['Boston', 2.1328733976967746], ['New York City', 1.180233742989447], ['Boston', 1.8448619186699846], ['New York City', 1.3150953068940272], ['Philapedia', 4.372702815828689], ['New York City', 0.8307064096161145], ['New York City', 1.0642975728213557], ['New York City', 0.5694605728546448]]
[['Washington D.C.', 2.6799760772025247], ['Seattle', 5.434409115805907], ['New York City', 0.8402883164600972], ['Seattle', 5.469000437439603], ['Seattle', 4.923812306700396], ['New York City', 0.8911506254440624], ['New York City', 1.4225398040906772], ['New York City', 1.1673334624838434], ['Philapedia', 4.004818400002828], ['Seattle', 5.187104897937798]]
[['Philapedia', 3.9440122527219197], ['Washington D.C.', 2.7129945345117776], ['Washington D.C.', 3.178228626789269], ['Philapedia', 4.274598410004841], ['Philapedia', 4.050841475971082], ['Washington D.C.', 2.8729985412928523], ['Washington D.C.', 3.3194266322174024], ['Philapedia', 4.488801635860083], ['Washington D.C.', 3.2461453102944064], ['Washington D.C.', 2.869979327560313]]
[['Washington D.C.', 2.680045473097687], ['New York City', 1.0882000176590805], ['Seattle', 5.207176668499449], ['New York City', 0.7064219856355393], ['Washington D.C.', 3.2564443187609524], ['Washington D.C.', 3.2510667878763244], ['Seattle', 5.468080945990167], ['Seattle', 5.232111200234675], ['New York City', 1.1162909627842692], ['Seattle', 4.781913867287279]]
[['Washington D.C.', 2.5767460937981954], ['Philapedia', 4.139391867328673], ['Philapedia', 3.9488288301989884], ['Philapedia', 3.834094101831582], ['Philapedia', 3.858465984138651], ['Washington D.C.', 3.3431778495340456], ['Washington D.C.', 3.63899880068452], ['Washington D.C.', 3.152084288344961], ['Boston', 1.5625234332740894], ['Washington D.C.', 3.0536248995851807]]
[['Boston', 1.9299396601357939], ['Boston', 2.1967721583717013], ['Boston', 1.5224056679962519], ['Washington D.C.', 2.6384988204280413], ['Washington D.C.', 2.68176258880134], ['Philapedia', 4.002688746987978], ['Philapedia', 4.142936727955881], ['Washington D.C.', 3.204414271755415], ['Washington D.C.', 2.914001089689895], ['Philapedia', 4.221072841689976]]
[['Seattle', 5.362099280855727], ['Washington D.C.', 3.6338899946715264], ['Seattle', 5.144020355675762], ['Seattle', 5.167220528609149], ['Seattle', 5.037584530266693], ['New York City', 1.1408235931500705], ['New York City', 0.757942363044757], ['Seattle', 4.588670169987302], ['Philapedia', 3.4831349429119767], ['Seattle', 4.970408157168655]]
[['New York City', 1.2594129152030302], ['New York City', 1.2416797420940673], ['Boston', 2.150213838822106], ['New York City', 0.7784598472038765], ['New York City', 1.125471683503991], ['Boston', 2.0795926240625517], ['New York City', 0.8791966338971975], ['Boston', 2.433363751387766], ['Philapedia', 4.336828958309494], ['New York City', 1.0608965416181195]]
[['New York City', 0.8730520824282991], ['Seattle', 5.1396270589461315], ['Philapedia', 3.5634588839349637], ['New York City', 1.1520051250768213], ['New York City', 1.219851930174133], ['Washington D.C.', 2.716635496245971], ['Washington D.C.', 2.9329309066509106], ['New York City', 0.8631415986138083], ['Washington D.C.', 2.9688691670789904], ['Seattle', 4.947909611145161]]
[['Seattle', 4.80938299119542], ['Seattle', 4.9281734892542435], ['Seattle', 4.7055165936830585], ['Philapedia', 4.359317707275943], ['Philapedia', 4.125497563999531], ['New York City', 1.047783048375781], ['New York City', 1.5346682502176476], ['Washington D.C.', 3.4369187888458232], ['New York City', 0.8893721901133417], ['New York City', 0.6544192642972511]]
[['Washington D.C.', 2.5221448945255647], ['New York City', 0.4845381842075751], ['New York City', 0.8172552899196608], ['New York City', 0.4421598416595035], ['New York City', 0.5416551304142778], ['Philapedia', 4.023744995389546], ['New York City', 1.0064812986243634], ['Washington D.C.', 3.385681153762032], ['Washington D.C.', 2.5244686233331564], ['Washington D.C.', 2.9524309540993423]]
[['Seattle', 4.690648367849017], ['Seattle', 5.331666587696083], ['Seattle', 5.108687664242084], ['Seattle', 5.606351991022627], ['Seattle', 4.690787971199995], ['Seattle', 4.81835782629283], ['Seattle', 4.752115215350031], ['New York City', 0.6710435881531664], ['Seattle', 5.15591973481806], ['Seattle', 4.9933336242605195]]
[['New York City', 1.0490310897311983], ['Philapedia', 3.93568116783498], ['Seattle', 5.386798499995951], ['Seattle', 4.8590703471158925], ['Seattle', 4.7669692787752735], ['Seattle', 5.141043807650212], ['Seattle', 5.4927607148140964], ['Seattle', 4.995355916212019], ['Washington D.C.', 3.101206647925214], ['Washington D.C.', 2.8336546820571584]]
[['Washington D.C.', 3.1114644630938595], ['New York City', 0.8791293575565753], ['Philapedia', 4.085518059985145], ['New York City', 0.6358860302147198], ['New York City', 0.6622216192008816], ['Seattle', 5.236694778158853], ['Seattle', 4.688143602356416], ['New York City', 0.9352096506065639], ['New York City', 1.0406314276439335], ['New York City', 1.183355634561257]]
[['Boston', 1.9364324939482989], ['Boston', 2.2765855981073755], ['Boston', 2.1587157295331654], ['Washington D.C.', 3.09937966484539], ['Boston', 1.645801033137256], ['Philapedia', 3.774212886121722], ['New York City', 0.41088738334011243], ['Washington D.C.', 2.769728856911877], ['Washington D.C.', 2.7812555578177256], ['Washington D.C.', 2.8391797286705676]]
[['Seattle', 4.43101384028841], ['New York City', 0.7358696686287436], ['Seattle', 4.981393973869054], ['Seattle', 5.148182727254916], ['Philapedia', 3.675389890045279], ['Washington D.C.', 2.8239158998676364], ['Seattle', 5.375596932394772], ['Washington D.C.', 2.7130694813829996], ['Seattle', 5.024646047510498], ['New York City', 0.9927793736371548]]
[['Washington D.C.', 3.3887678686871436], ['Washington D.C.', 2.8220024318562036], ['Washington D.C.', 3.0771816431663814], ['Washington D.C.', 3.0149803194824836], ['Washington D.C.', 3.511137145824401], ['Washington D.C.', 3.2952315587276435], ['New York City', 1.4250346005009835], ['Washington D.C.', 3.530428548172998], ['Washington D.C.', 3.6201697039215306], ['Washington D.C.', 3.145431110282225]]
[['Seattle', 4.519761348218374], ['Philapedia', 3.662716006635324], ['Seattle', 4.6124570047265205], ['Seattle', 4.880809250348366], ['Philapedia', 3.922238305861977], ['Washington D.C.', 3.1531040585859813], ['Philapedia', 3.6236579956741077], ['New York City', 0.7538654212542115], ['Washington D.C.', 3.2139532197862013], ['Washington D.C.', 2.91516064153463]]
[['Boston', 1.8436626447734104], ['New York City', 1.2043825087119937], ['Boston', 2.0551129998467896], ['Washington D.C.', 2.905779546984383], ['Boston', 1.471209374509248], ['Washington D.C.', 3.289896030376348], ['Boston', 1.7109937862452833], ['Washington D.C.', 3.348201466230116], ['Seattle', 5.036732534000968], ['Seattle', 4.812755909330072]]
[['New York City', 1.4080584284032944], ['Boston', 2.268818877130523], ['Washington D.C.', 3.240118242628149], ['Washington D.C.', 3.010395275309463], ['Boston', 2.001115074374428], ['New York City', 1.1377880720305251], ['New York City', 0.7671075675481732], ['Boston', 1.8770094644605744], ['Washington D.C.', 3.318153040129546], ['Washington D.C.', 3.3976207064355846]]
[['New York City', 1.6638886278442917], ['New York City', 1.3600639492158029], ['Seattle', 4.911221024835934], ['New York City', 1.1969114348259127], ['New York City', 0.7196788928247165], ['Seattle', 5.411740995664375], ['Seattle', 4.851637988423813], ['Seattle', 4.658972105789423], ['Washington D.C.', 3.4235875257191957], ['Seattle', 4.986508841091724]]
[['Boston', 1.8712533491138001], ['Philapedia', 4.276546873181292], ['Boston', 2.163442920689746], ['Washington D.C.', 3.349276997850561], ['Washington D.C.', 3.1767948451892973], ['New York City', 0.8368184102222418], ['Boston', 1.5479951584346903], ['Washington D.C.', 2.802179167377966], ['Boston', 1.58472576870688], ['Washington D.C.', 2.4640283298856533]]
[['Boston', 1.7315219108077673], ['Seattle', 4.114969323801438], ['Washington D.C.', 3.281660033213507], ['Washington D.C.', 2.5078185155868624], ['Boston', 1.4767584743345363], ['Boston', 1.8797684096125937], ['New York City', 0.6145982763384963], ['Boston', 2.2992710503650113], ['Seattle', 5.070149676215284], ['Boston', 2.120215218465514]]
